Taxa,Location,Year,Rep,DTA,PH,GNP,TGW,YPP,ADF,Amylose,Cal.g,Fat,Fe,IVSD,Mg,Mn,Moisture,NDF,N.mg,P,Prolamin,Protein,Starch,Zn
PI576350,SC,2017,1,NA,91,235,18.26,4.29,7.24,15.86,4157.46,2.44,61.86,47.06,1695.88,15.47,12.66,14.95,10.7,0.39,6.14,12.84,61.98,23.58
PI576352,SC,2017,1,69,68,600,27.75,16.65,4.56,11.61,4100.73,2.41,33.96,46.16,1558.16,14.6,12.12,6.94,9.44,0.36,5.56,11.71,70.33,19.47
PI576359,SC,2017,1,85,131,1062,16.15,17.15,4.44,13.86,4197.63,3.57,42.51,48.43,1772.47,16.65,11.72,6.48,10.86,0.4,5.96,13.42,67.26,24.87
PI576359,SC,2017,2,73,124,1236,14.54,17.97,5.57,13.24,4215.92,3.57,55.04,50.31,1842.92,17.6,11.47,8.39,11.5,0.41,6.1,14.28,65.59,27.04
PI576364,SC,2017,1,63,85,2059,16.34,33.64,7.06,13.09,4140.03,1.59,48.93,40.05,1595.12,13.08,11.96,13.21,10.12,0.38,5.99,12.72,66.5,16.24
PI576373,SC,2017,1,69,93,1584,26.48,41.94,5.23,9.19,4012.18,1.73,35.66,44.56,1329.47,12.66,12.65,7.86,7.94,0.33,5.3,9.93,71.61,16.45
PI576373,SC,2017,2,63,83,1156,24.47,28.29,5.76,12,4058.35,2.18,42.22,47.18,1401.27,13.9,12.44,9,9.12,0.34,5.12,11.24,70.01,18.78
PI576375,SC,2017,1,69,112,231,32.6,7.53,5.89,11.3,4112.29,2.81,47.63,52.11,1635.99,17.31,11.78,7.57,10.79,0.37,5.7,13.04,65.39,25.89
PI576375,SC,2017,2,77,98,775,27.92,21.64,5.58,14.41,4148.42,2.84,50.17,49.77,1708.57,16.38,11.92,9.79,11.09,0.38,5.89,13.53,65.72,23.44
PI576376,SC,2017,1,77,85,1318,17.07,22.5,4.05,11.95,4044.6,1.92,32.6,43.9,1484.55,13.61,11.79,6.13,7.74,0.35,5.29,9.98,71.74,17.63
PI576376,SC,2017,2,69,81,816,25,20.4,4.14,14.82,4102.59,2.05,35.51,44.85,1582.95,14.27,11.85,7.07,9.84,0.38,5.82,12.34,68.69,18.98
PI576380,SC,2017,1,78,115,1151,31.49,36.24,3.91,12.41,3997.54,1.01,37.78,42.27,1574.8,12.63,11.8,6.65,8.64,0.37,5.76,11.02,71.57,15.6
PI576380,SC,2017,2,77,114,1587,36.45,57.84,4.24,10.23,4011.23,1.26,29.92,40.89,1477.58,11.56,11.83,7.21,8.63,0.36,5.43,11.05,71.48,13.23
PI576381,SC,2017,1,77,76,1023,18.96,19.4,4.88,14.09,4091.65,2.41,42.13,50.95,1493.61,15.11,12.01,7.66,9.42,0.34,4.92,11.26,68.45,22.5
PI576381,SC,2017,2,77,93,1747,26.41,46.13,4.57,9.57,4021,1.85,39.99,48.28,1247.36,13.83,12.02,6.89,8.4,0.31,4.98,10.13,71.79,19.26
PI576385,SC,2017,1,62,93,724,29.01,21,5.38,16.75,4117.15,2.2,49.22,50.99,1759.02,17.86,12.15,6.35,12.01,0.4,6.2,14.36,65.28,26.83
PI576386,SC,2017,1,83,69,360,30.33,10.92,6.69,14.8,4157.73,2.54,41.8,42.86,1763.95,14.51,12.11,11.37,10.26,0.4,6.06,12.71,65.89,19.44
PI576386,SC,2017,2,87,101,415,22.48,9.33,5.87,12.99,4137.97,3.38,44.45,49.91,1694.29,15.6,12.7,10.31,9.9,0.38,5.32,12.27,66.25,22.87
PI576387,SC,2017,1,63,92,791,24.22,19.16,4.89,13.48,4105.34,1.91,43.39,46.24,1564.15,15.6,11.78,7.51,10.7,0.37,5.95,13.09,68.74,21.22
PI576387,SC,2017,2,62,86,952,23.63,22.5,5.62,16.12,4134.38,2.23,52.87,49.43,1678.63,16.87,11.65,9.04,12.43,0.4,5.78,14.86,64.56,23.7
PI576390,SC,2017,1,63,88,945,21.12,19.96,6.41,9.78,4097.08,2.57,51.34,51.5,1473.42,16.89,11.96,7.66,10.72,0.36,5.7,12.87,65.73,25.33
PI576390,SC,2017,2,65,114,1590,19.42,30.88,5.61,9.82,4039.35,1.78,47.86,46.04,1368.5,15.06,12.07,7.55,9.26,0.35,5.73,11.53,69.62,20.7
PI576391,SC,2017,1,77,138,1424,15.9,22.64,9.03,12.72,4153.95,1.95,61.51,48.61,1695.87,14.47,12.26,20.98,11.99,0.36,5.51,13.79,57.91,20.96
PI576391,SC,2017,2,78,127,1488,16.04,23.87,9.24,7.2,4099.46,2.08,62.93,54.32,1686.01,14.43,12.36,23.68,11.8,0.35,5.09,13.31,54.97,21.73
PI576393,SC,2017,1,69,70,1702,17.43,29.67,6.5,10.98,4100.81,2.19,46.26,41.28,1493.39,12.64,12.64,13.49,9.01,0.34,5.63,10.69,66.43,16.37
PI576393,SC,2017,2,62,75,2372,16.24,38.51,6.9,12.56,4110.6,2.45,47.72,43.31,1538.33,13.62,12.35,12.38,9.34,0.35,5.57,11.22,67.05,18.11
PI576394,SC,2017,1,69,99,1842,16.93,31.19,4.54,12.75,4120.77,2.54,44.06,49.03,1617.33,15.22,11.75,7.62,9.93,0.36,5.21,12.1,69.05,21.15
PI576394,SC,2017,2,69,83,1213,20.59,24.98,4.93,20.68,4160.35,3,48.69,50.8,1791.78,16.09,11.61,8.34,10.97,0.4,5.45,13.28,65.77,25.24
PI576396,SC,2017,1,85,80,409,23.94,9.79,6.14,14.15,4082.01,2.46,46.4,47.4,1535.09,14.68,12.52,10.39,9.36,0.36,5.29,11.36,66.39,20.89
PI576396,SC,2017,2,77,95,1278,25.11,32.09,6.94,12.13,4050.86,2.13,35.5,42.45,1453.41,12.55,12.64,11.15,7.96,0.35,5.12,9.98,68.02,15.66
PI576399,SC,2017,1,65,146,898,26.22,23.55,5.72,10.21,4111.31,3.11,40.39,46.34,1553.1,12.95,12.91,10.66,8.13,0.35,5.01,10.16,69.75,17.56
PI576399,SC,2017,2,63,136,923,22.59,20.85,5.17,8.87,4097.48,3.3,37.03,46.41,1459.65,13.01,12.99,9.44,7.54,0.34,4.8,9.32,70.03,17.7
PI576401,SC,2017,1,77,154,995,30.06,29.91,4.43,13.71,4069.09,2.64,31.01,45.91,1526.32,13.35,11.82,8.33,8.42,0.35,4.84,10.42,70.2,17.29
PI576401,SC,2017,2,83,127,595,27.7,16.48,4.28,17.56,4105.26,2.93,40.46,47.49,1732.36,14.64,12,7.9,9.58,0.39,5.11,11.91,67.99,20.22
PI576418,SC,2017,1,100,168,1272,29.43,37.44,5.52,12.63,4020.66,1.44,35.07,46.76,1334.84,13.46,12,8.9,8.93,0.32,4.97,10.86,70.62,17.51
PI576418,SC,2017,1,100,168,1272,29.43,37.44,5.99,9.89,4039.62,1.62,40.1,43.09,1366.45,12.96,12.37,10.37,8.33,0.33,5.47,10.43,69.57,16.97
PI576418,SC,2017,2,83,120,1404,24.44,34.32,4.38,8.65,4016.51,1.7,30.27,46.45,1311.95,13.38,12.25,6.44,8.35,0.32,5.19,10.45,72.07,17.45
PI576422,SC,2017,1,76,91,1271,15.6,19.83,4.92,14.83,4079.07,2.49,37.44,50.5,1510.18,14.8,11.64,7.19,9.46,0.35,4.77,11.56,69.22,21.11
PI576422,SC,2017,2,69,88,1021,23.24,23.73,5.2,15.62,4069.86,1.78,37.54,46.24,1526.27,13.98,11.59,7.9,9.81,0.36,5.31,12.16,70.37,17.71
PI576425,SC,2017,1,65,97,1140,29.18,33.26,6.63,14.4,4129.92,1.87,51.7,40.66,1681.28,13.93,12.59,13.35,10.38,0.39,6.43,12.54,64.63,18.89
PI576425,SC,2017,2,77,101,2340,24.05,56.27,5.84,13.81,4036.24,1.44,40.85,40.17,1458.12,11.3,12.9,12.34,7.7,0.34,5.47,9.26,67.99,14.17
PI576426,SC,2017,1,83,94,1346,24.06,32.39,5.11,15.47,4072.7,2.27,36.91,51.09,1565.09,15.12,12.72,8.24,9.47,0.36,5.1,11.48,68.18,22.11
PI576426,SC,2017,2,83,91,938,24.87,23.33,5.25,10.84,4030.09,1.39,30.19,45.35,1344.98,13.5,12.16,7.48,8.87,0.33,5.41,11,70.93,17.29
PI576428,SC,2017,1,76,107,705,32.78,23.11,4.44,17.04,4051.9,2.01,30.1,41.65,1471.39,12.12,11.98,8.85,8.18,0.35,5.09,10.13,70.25,14.77
PI576428,SC,2017,2,71,102,1050,31.26,32.82,4,10.1,3996.71,1.54,23.45,40.33,1375.05,10.68,12.14,7.24,6.77,0.33,5.06,8.74,72.77,12.46
PI576434,SC,2017,1,85,130,574,28.03,16.09,4.97,15.56,4051.33,2.02,39.48,48.94,1508.53,15.29,12.61,7.21,9.73,0.37,5.34,11.79,68.81,21.69
PI576434,SC,2017,2,85,174,881,25.94,22.85,4.26,14.26,4027.66,2.07,29.15,47.47,1341.74,13.14,11.85,6.74,8.23,0.33,4.56,10.28,72.05,16.53
PI576435,SC,2017,1,65,136,1441,18.63,26.84,4.9,16.54,4098.96,2.39,39.58,46.99,1504.72,13.2,11.54,9.34,9.05,0.34,4.55,11.01,70.46,16.86
PI576435,SC,2017,2,66,138,1004,19.1,19.18,4.36,13.33,4076.19,2.59,38.86,48.43,1465.3,13.7,11.77,7.58,8.45,0.34,4.51,10.46,70.67,18.58
PI576437,SC,2017,1,62,151,835,16.77,14,5.76,12.94,4048.67,2.42,48.14,48.01,1335.41,13.73,12.36,9.98,8.81,0.33,5.01,10.44,68.54,18.83
PI576437,SC,2017,2,65,156,1397,18.42,25.73,7.05,15.42,4109.91,2.74,50.79,43.17,1623.5,14.86,12.59,11.08,9.9,0.39,5.94,12.08,65.34,19.96
PI585291,SC,2017,1,73,92,1973,23.28,45.93,5.1,14.66,4086.66,2.18,36.74,45.56,1531.24,13.51,12.12,8.79,9.14,0.36,5.18,11.4,69.85,17.33
PI585291,SC,2017,2,73,95,294,10.03,2.95,5.57,13.04,4069.48,3.08,33.97,53.67,1738.55,13.8,12.88,9.66,8.97,0.39,4.69,11.4,67.09,20.81
PI585295,SC,2017,1,85,91,1834,26.47,48.55,6.13,9.47,4103.65,2.52,43.14,50.08,1649.15,16.46,12.31,7.65,10.25,0.39,5.55,12.78,66.13,24.48
PI595699,SC,2017,1,69,88,1084,24.95,27.05,4.63,11.05,4130.9,2.11,41.12,44.74,1618.97,15.64,11.68,7.52,10.68,0.38,6.2,13.49,68.22,21.21
PI595699,SC,2017,2,78,77,825,25.18,20.77,5.21,12.02,4131.92,2.48,49.48,49.06,1658.19,16.86,11.95,8.05,11.17,0.38,6.05,13.65,66.6,24.19
PI595702,SC,2017,1,65,93,936,21.06,19.71,6.27,20.81,4119.24,2.74,49.16,44.26,1651.14,13.15,12.54,13.19,9.07,0.37,5.22,10.67,66.56,18.76
PI595702,SC,2017,2,62,104,1028,20.72,21.3,6.66,17.01,4090.91,2.44,50.51,45.03,1612.43,13.7,12.69,13.03,9.22,0.36,5.6,10.88,66.38,20.12
PI595714,SC,2017,1,77,72,2355,23.83,56.13,5.14,15.32,4040.2,2.17,31.6,46.97,1441.48,13.16,12.73,8.58,8.19,0.35,4.89,10.31,70.16,17.18
PI595714,SC,2017,2,78,64,1434,21.39,30.67,5.65,13.46,4073.65,2.42,40.45,50.58,1525.91,15,12.61,8.97,9.41,0.36,5.01,11.83,68.94,21.33
PI595718,SC,2017,2,52,92,697,20.52,14.3,4.68,12.09,4040.91,1.98,38.79,48.66,1318.47,13.94,11.96,7.4,8.64,0.32,4.65,10.38,70.76,19.67
PI595720,SC,2017,1,85,112,1693,25.35,42.91,4.44,13.15,4020.1,2.22,38.53,47.93,1353.42,13.72,11.91,7.23,8.28,0.34,4.59,10.16,70.89,18.22
PI595720,SC,2017,2,78,81,891,30.47,27.15,4.17,11.8,4005.93,2.08,28.16,47.41,1321.91,13.52,11.98,6.89,7.87,0.32,4.79,9.63,71.71,17.69
PI595739,SC,2017,2,62,89,1026,30.89,31.69,5.15,18.88,4136.08,2.34,38.93,47.2,1588.79,13.08,11.27,10.76,9.96,0.36,4.59,12.4,69.98,15.71
PI595740,SC,2017,1,69,122,2151,21.04,45.25,5.68,11.27,4095.85,2.14,44.87,40.63,1552.85,12.77,12.57,10.75,8.45,0.36,5.82,10.44,67.92,16.58
PI595740,SC,2017,2,77,152,1711,22.92,39.21,5.77,11.28,4061.71,2.14,39.35,41.94,1455.17,11.99,12.63,11.19,7.62,0.33,5.21,9.41,69.2,15.46
PI595741,SC,2017,1,62,109,1798,19.53,35.12,3.28,10.8,4062.43,2.12,33.74,45.37,1403.98,12.72,11.75,5.99,8.66,0.33,5.12,10.42,72.12,15.92
PI595741,SC,2017,2,55,130,1364,11.97,16.33,3.73,12.49,4075.83,3.05,32.81,49.71,1418.15,13.62,12.1,6.63,7.71,0.33,4.25,9.3,71.15,18.27
PI595743,SC,2017,1,73,88,207,21.59,4.47,7.41,17.37,4165.69,2.89,49.23,45.07,1805.75,14.65,12.72,14.12,10.31,0.39,5.66,12.52,63.9,20
PI595743,SC,2017,2,73,91,434,17.79,7.72,6.64,15.78,4120.34,2.7,45.4,48.85,1718.1,15.37,12.86,12.54,10.57,0.39,5.51,12.99,64.37,22.16
PI595744,SC,2017,1,66,92,867,24.96,21.64,4.85,12.92,4110.52,2.55,36.59,46.63,1634.7,14.61,12.35,7.75,9.52,0.37,5.56,11.98,70.16,20.04
PI595744,SC,2017,2,65,98,677,24.03,16.27,5,16.25,4069.72,2.4,36.95,49.69,1491.07,14.65,12.15,8.5,9.3,0.35,4.84,11.41,69.95,20.25
PI595745,SC,2017,1,65,103,355,17.35,6.16,6.09,17.02,4154.31,3.25,41.85,50.88,1753.19,14.88,12.45,11.85,9.53,0.38,4.95,11.48,63.95,22.76
PI595745,SC,2017,2,73,104,3160,17.97,56.79,6.19,16.69,4170.94,3.44,41.16,48.04,1759.01,14.57,12.93,12.92,9.55,0.39,5.11,11.74,64.22,20.51
PI597945,SC,2017,2,65,86,1650,24.27,40.05,4.72,16.85,3995.15,1.84,38.38,50.49,1352.03,13.73,12.11,8.52,8.02,0.33,4.3,9.48,68.04,18.94
PI597946,SC,2017,1,69,103,1890,13.15,24.86,6.76,13.02,4194.07,2.2,55.79,43.39,1780.36,16.29,12.26,12.06,12.1,0.42,6.86,15.12,64.49,22.98
PI597946,SC,2017,2,59,135,1259,19.21,24.19,6.19,14.05,4133.7,2.17,43.66,42.02,1646.12,14.48,12.21,10.32,10.12,0.39,6.11,12.61,67.68,19.49
PI597949,SC,2017,1,71,142,1368,15.35,21,3.51,12.62,4113.52,2.45,42.54,44,1643.92,14.25,11.64,6.93,9.21,0.37,5.98,11.16,69.54,19.68
PI597949,SC,2017,2,78,128,903,19.2,17.34,5.07,17.34,4157.87,3.26,49.77,50.68,1787.1,16.24,11.58,8.52,11.18,0.41,5.58,13.69,64.77,25.13
PI597950,SC,2017,2,59,118,1377,14.61,20.12,4.43,10.64,4029.82,1.88,39.87,50.28,1394.29,15.57,11.98,5.31,9.75,0.35,5.57,11.81,69.84,24.03
PI597951,SC,2017,1,62,105,574,29.58,16.98,4.98,12.29,4046.82,2.29,43.45,52.23,1444.22,15.81,12.11,6.98,9.4,0.34,5.09,11.38,68.17,24.13
PI597951,SC,2017,2,59,126,778,27.94,21.74,4.98,17.07,4062.92,2.05,40.03,49.29,1469.08,14.68,11.88,7.49,9.63,0.35,4.88,11.63,68.76,20.7
PI597952,SC,2017,1,76,79,1035,25.24,26.12,5.79,11.49,4082.91,3.06,41.29,52.65,1532.69,14.94,12.28,8.78,9.34,0.36,4.95,11.39,66.98,22.7
PI597952,SC,2017,2,69,90,679,24.57,16.68,5.61,9.73,4057.66,2.45,40.78,48.58,1326.51,13.92,12.45,9.08,8.66,0.32,4.89,10.66,69.74,18.79
PI597957,SC,2017,1,65,83,681,23.72,16.15,5.08,15.31,4142.27,2.54,49.52,50.03,1733.06,17.42,11.73,8.35,12.16,0.41,5.94,14.87,65.08,25.22
PI597957,SC,2017,2,66,73,521,23.59,12.29,4.36,9.87,4091.02,2.34,42.87,48.02,1496.29,15.21,11.85,6.94,9.68,0.36,5.44,12.03,68.96,21.04
PI597958,SC,2017,1,76,81,2258,20.37,46,4.01,13.83,4175.09,2.91,40.13,42.48,1732.51,12.8,11.5,9.52,8.32,0.35,5.51,9.98,68.87,17.38
PI597958,SC,2017,2,69,80,1208,20.45,24.7,5.24,20.54,4177.91,3.09,46.59,46.84,1776.5,15.15,11.65,9.53,9.62,0.38,5.36,11.33,66.55,21.47
PI597960,SC,2017,1,69,83,515,26.99,13.9,4.98,16.5,4129.22,2.99,47.02,51.61,1776.16,16.74,12.05,6.82,10.72,0.39,5.71,13.04,66,26.53
PI597960,SC,2017,2,62,90,1118,29.65,33.15,4.45,17.23,4070.71,2.42,37.26,49.59,1507.25,14.09,12.01,8.37,9.34,0.34,4.73,11.16,69.82,18.34
PI597961,SC,2017,1,86,91,1633,24,39.19,4.08,7.9,4000.91,1.66,35.24,42.48,1427.04,12.92,11.86,6.31,8.28,0.34,5.74,10.24,70.97,16.56
PI597961,SC,2017,2,69,85,1712,25.09,42.96,5.43,17.07,4032.51,1.69,39.95,46.32,1401.76,13.43,11.58,9.71,9.32,0.34,4.95,11.26,69.15,17.22
PI597964,SC,2017,1,77,108,1137,36.92,41.98,6.05,14.51,4081.81,1.98,41.64,40.21,1661.3,13.87,12.04,9.35,9.11,0.39,6.03,11.52,67.87,17.81
PI597964,SC,2017,2,92,106,1459,32.67,47.67,4.71,15.5,3994.03,1.44,30.47,41,1339.65,11.69,12.14,8.64,7.59,0.33,5.05,9.44,70.97,14.1
PI597965,SC,2017,1,76,97,1466,17.95,26.32,6.34,8.05,4086.46,1.24,50.15,43,1571.26,15.17,12.51,9.6,11.26,0.39,6.86,14.25,66.44,20.78
PI597965,SC,2017,2,62,110,1547,23.57,36.47,5.56,11.8,3984.67,1.43,34.06,43.76,1222.56,11.94,12.45,8.8,7.41,0.32,4.84,9.33,71.95,14.32
PI597966,SC,2017,1,76,86,2568,26.79,68.79,6.05,11.67,4063.92,1.57,37.56,40.57,1476.71,12.56,12.28,10.1,8.43,0.35,5.75,10.44,68.56,15.93
PI597966,SC,2017,2,63,87,2306,25.86,59.64,5.99,15.55,4064.82,1.95,40.07,44.7,1382.64,12.81,12.31,10.44,8.29,0.32,5.06,9.93,69.51,16.46
PI597967,SC,2017,1,69,83,228,37.72,8.6,4.03,13.78,4034.6,2.37,34.87,47.07,1405.29,13.97,11.57,6.48,8.21,0.33,4.93,9.94,70.21,18.61
PI597967,SC,2017,2,65,92,855,32.95,28.17,4.25,15.65,4063.91,2.33,32.9,46.51,1532.64,14.54,11.75,7.79,9.38,0.36,5.22,11.38,68.9,19.28
PI597968,SC,2017,1,63,103,1297,25.81,33.48,7.73,9.9,4150.02,2.24,45.18,44.42,1688.45,15.89,12.64,11.7,11.4,0.39,6.3,14.12,64.52,21.89
PI597968,SC,2017,2,65,97,983,31.57,31.03,6.08,10.86,4118.37,1.58,37.69,40.35,1608.43,13.32,12.37,10.27,9.65,0.37,6.27,12.24,67.41,17.48
PI597972,SC,2017,1,62,87,1098,36.49,40.07,5.8,12.11,4109.76,2.26,51.11,47.91,1541.69,15.62,12.23,8.77,10.61,0.36,5.87,12.93,68.02,21.84
PI597972,SC,2017,2,63,116,1101,42.43,46.71,5.93,10.96,4102.91,1.91,44.2,44.2,1517.31,14.52,11.88,9.22,10.58,0.36,5.93,12.85,68.16,18.79
PI597973,SC,2017,1,69,95,1781,31.09,55.38,5.21,12.57,4081.93,2.7,40.62,47.92,1444.77,13.67,12.28,8.89,8.5,0.34,4.82,10.27,69.69,18.5
PI597973,SC,2017,2,65,89,546,33.28,18.17,5.82,13.2,4116.16,2.56,48.24,49.04,1588.56,15.89,11.97,8.24,10.44,0.37,5.66,12.62,67.06,22.55
PI597976,SC,2017,1,62,168,1125,28.54,32.11,4.74,13.51,4109.13,2.48,42.22,46.22,1521.26,15.12,11.46,8.11,10.1,0.36,5.5,12.28,68.08,21.76
PI597976,SC,2017,2,62,179,1681,28.48,47.87,4.47,15.81,4117.99,2.9,39.25,48.54,1478.59,14.38,11.32,8.49,8.62,0.33,4.79,10.14,68.29,20.56
PI597980,SC,2017,1,62,88,1767,25.94,45.83,5.41,15.87,4080.59,2.88,38.61,49.91,1437.89,13.69,12.37,8.68,8.79,0.34,4.42,10.64,69.59,18.74
PI597980,SC,2017,2,59,99,2071,31.35,64.92,4.71,13.52,4073.72,3.02,39.76,50.12,1469.72,14.64,12.49,7.77,8.77,0.35,4.78,10.61,69.32,20.66
PI597982,SC,2017,1,59,110,1098,35.57,39.06,5.46,12.24,4053.36,1.66,35.36,39.98,1510.85,11.58,12.47,10.63,7.81,0.34,5.37,9.72,69.96,14.35
PI597982,SC,2017,2,55,100,1094,30.38,33.24,6.25,12.32,4094.39,1.94,40.18,41.08,1537.59,12.78,12.3,10.91,8.96,0.36,5.64,11.17,68.25,16.08
PI598069,SC,2017,1,85,220,458,19.04,8.72,5.88,12.8,4078.15,1.59,42.39,41.31,1517.73,12.86,12.51,11.49,9.43,0.36,5.82,11.67,68,16.33
PI598069,SC,2017,2,87,231,676,18.76,12.68,6.58,11.31,4086.69,1.86,48.86,44.34,1473.86,14.39,12.36,11.21,9.57,0.35,5.77,11.84,67.34,19.9
PI598070,SC,2017,1,71,172,183,16.94,3.1,4.35,13.96,4116.1,2.3,37.59,43.29,1606.88,14.12,11.78,7.65,9.14,0.38,5.56,11.45,70.07,18.25
PI598070,SC,2017,2,83,140,321,14.27,4.58,5.31,14.18,4154.12,2.71,51.99,48.64,1800.59,16.55,12.02,9.94,11.51,0.42,5.77,14.25,64.43,23.63
PI601816,SC,2017,1,77,189,1814,38.34,69.54,3.87,12.94,4059.81,2.19,34.36,43.67,1501.78,14.22,11.31,6.73,8.57,0.36,5.36,10.94,70.19,18.2
PI601816,SC,2017,2,83,184,1584,35.57,56.34,3.72,13.98,3983.13,1.66,22.85,41.73,1430.65,10.81,11.93,5.86,6.37,0.34,4.86,8.38,74.14,12.8
PI607931,SC,2017,1,78,76,768,22.64,17.39,4.83,14.06,4046.44,2.29,30.65,46.36,1419.12,12.17,12.56,9.15,7.04,0.33,4.59,8.85,71.16,15.68
PI607931,SC,2017,2,74,105,1706,24.15,41.2,5.76,11.1,4063.32,1.67,39.02,43.98,1452.35,13.51,12.46,9.87,8.89,0.34,5.54,11.1,68.71,17.73
PI613536,SC,2017,1,59,112,571,57.27,32.7,4.66,12.53,4086.38,2.64,34.41,47.07,1536.83,14.43,12.25,8.06,9.39,0.36,5.38,11.57,68.54,19.65
PI629034,SC,2017,1,69,83,2043,23.78,48.59,3.83,11.81,4115.01,2.65,37.46,43.79,1567.76,13.89,11.6,8.02,8.82,0.36,5.5,11.07,70.15,18.46
PI629034,SC,2017,2,69,89,560,26.61,14.9,5,16.3,4092.79,2.39,40.53,46.11,1543.89,14.11,11.62,9.03,9.48,0.35,5.17,11.57,69.26,18.35
PI629040,SC,2017,1,87,79,426,19.62,8.36,5.21,11.88,4078.6,2.58,42.01,51.52,1523.97,16.53,12.21,6.99,9.89,0.36,5.31,12.17,67.33,24.5
PI629040,SC,2017,2,69,95,2020,19.02,38.43,4.65,14.35,4061.24,2.64,38.62,48.39,1505.46,14.57,12.6,8.31,8.63,0.36,5.06,10.54,68.43,21.11
PI629059,SC,2017,1,76,80,1240,17.78,22.05,3.7,13.93,4032.8,2.98,30.26,50.59,1526.67,13.67,12.48,5.65,7.42,0.35,4.42,9.07,69.93,20.28
PI629059,SC,2017,2,66,81,1291,21.98,28.37,4.08,15.93,4001.69,2.15,31.44,48.11,1298.12,12.64,11.97,6.51,7.55,0.32,4.24,9.29,72.54,16.28
PI641836,SC,2017,1,77,170,431,16.66,7.18,6.77,12.94,4089.41,2.35,43.38,42.26,1479.12,12.95,12.54,11.79,7.97,0.35,5.35,9.76,67.67,16.71
PI641836,SC,2017,2,66,201,338,18.31,6.19,6.89,13,4131.58,2.84,50.44,46.43,1515.67,14.42,12.63,12.4,9.15,0.35,5.21,10.96,65.73,20.25
PI641849,SC,2017,1,59,188,750,19.67,14.75,7.21,12.7,4139.05,2.32,51.51,44.92,1507.51,14.11,11.8,13.64,10.16,0.34,5.56,12.07,66.37,19.12
PI641849,SC,2017,2,52,190,892,19.19,17.12,8.55,12.06,4070.29,2.65,58.54,54.86,1746.35,14.03,12.7,20.16,10.58,0.36,4.69,12.1,59.19,21.97
PI641874,SC,2017,2,59,68,1177,28.16,33.15,4.84,15.56,4119.81,2.23,46.2,48.55,1597.39,15.81,11.81,8.92,11.42,0.38,5.67,14,66.87,21.81
PI642791,SC,2017,1,76,101,3033,19.42,58.89,4.76,11.01,4035.92,1.69,32.58,43.13,1395.17,11.55,12.4,9.6,7.93,0.32,4.99,9.63,70.91,13.91
PI642791,SC,2017,2,71,100,2448,16.22,39.71,6.12,14.17,4092.01,1.96,44.52,47.06,1484.46,14.58,12.01,10.88,10.29,0.35,5.52,12.51,67.6,19.64
PI642992,SC,2017,2,63,178,1465,24.85,36.41,5.19,13.46,4071.48,2.27,41.54,46.68,1407.08,13.76,12.6,9.32,8.78,0.34,5.1,10.52,69.3,18.87
PI642998,SC,2017,1,69,265,165,5.09,0.84,9.39,15.74,4151.61,2.39,66.59,48.49,1682.22,14.53,12.69,22.39,10.94,0.38,5.4,12.7,55.46,21.39
PI642998,SC,2017,2,71,250,217,12.12,2.63,8.1,11.5,4101.18,2.1,61.65,49.2,1485.35,13.48,12.96,20.43,9.68,0.33,5.03,11.03,58.48,20.27
PI651496,SC,2017,1,83,253,1174,21.06,24.73,7.36,16.65,4085.85,1.9,51.12,41.01,1621.39,13.73,12.36,11.6,9.37,0.39,5.92,11.54,65.97,17.78
PI651496,SC,2017,2,83,271,1490,20.58,30.67,6.82,13.52,4072.48,1.64,48.96,39.13,1665.6,13.79,12.27,10.92,9.43,0.4,6.47,11.85,65.29,17.71
PI653616,SC,2017,1,83,296,667,21.9,14.61,7.6,14.09,4125.96,2.17,50.43,42.71,1609.22,14.16,12.49,13.51,10.27,0.38,5.95,12.53,65.04,19.04
PI653617,SC,2017,1,63,222,1438,22.61,32.52,6.55,13.26,4150.65,2.08,52.06,40.09,1697.8,14.12,12.4,11.93,10.04,0.39,6.4,12.4,65.87,19.14
PI653617,SC,2017,2,73,213,1807,21.01,37.97,6.8,14.76,4110.77,1.94,48.19,40.72,1610.91,13.21,12.28,12.19,8.91,0.37,5.75,11.11,67.61,17.48
PI655970,SC,2017,1,76,168,791,24.56,19.43,4.93,16.36,4126.31,2.98,39.58,49.2,1634.94,14.99,11.77,8.38,9.51,0.37,4.86,11.53,68.01,20.62
PI655970,SC,2017,2,77,158,680,23.59,16.04,4.53,16.7,4165.73,2.56,44.12,45.47,1732.1,16.17,11.42,8.98,11.31,0.4,6.06,14.16,67.43,21.95
PI655972,SC,2017,1,69,151,837,20.47,17.13,5.11,17.24,4232.77,3.99,50.14,48.66,1913.4,16.72,11.66,8.91,10.27,0.4,5.6,12.29,64.77,24.64
PI655972,SC,2017,2,71,170,1260,22.42,28.25,4.04,12,4065.24,2.07,29.57,41.72,1546.77,11.27,11.64,7.55,7.26,0.34,4.95,9.22,72.36,13.07
PI655973,SC,2017,1,66,167,1700,28.85,49.05,5.77,10.67,4101.6,3.09,39.92,50.36,1583.69,15.17,12.88,8.9,9.35,0.36,5.1,11.71,68.19,21.43
PI655973,SC,2017,2,79,185,1791,31,55.52,6.34,9.45,4109.85,3.07,44.9,52.81,1733.93,16.27,12.74,8.93,10.25,0.39,5.32,12.78,66.61,24.58
PI655974,SC,2017,1,66,132,1067,23.28,24.84,4.87,13.15,4123.71,2.99,36.82,46.49,1671.04,15.45,11.96,7.11,9.52,0.37,5.63,11.65,68.92,21.34
